,Method of Operation,Premise Name,Premise Address,Premise City
4557,"RESTAURANT/SPORTS BAR SERVING BEER, WINE, CIDER, AND LIQUOR",STOUT III INC,100 PARK AVE,NEW YORK
4559,TAVERN/CAFE SERVING BEER CIDER WINE & LIQUOR ,MAMAN TRIBECA LLC,211A W BROADWAY,NEW YORK
4561,TAVERN SERVING BEER WINE CIDER AND LIQUOR,EAGLE OPEN KITCHEN LLC,554 WEST 28TH ST,NEW YORK
4564,BAR/TAVERN SERVING BEER CIDER WINE & LIQUOR ,LITTLE REBEL INC ,134 1ST AVE ,NEW YORK 
4565,"BAR/TAVERN WITH KARAOKE SERVING LIQUOR, WINE, BEER AND CIDER",BASE KARAOKE INC,2 W 32ND ST,NEW YORK
4575,"TAVERN SELLING BEER, CIDER AND WINE",CITY SWIGGERS LLC ,320 E 86TH ST,NEW YORK 
4591,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,IMMIGRANT TAP ROOM INC,341 E 9TH ST,NEW YORK
4592,"BAR/TAVERN SERVING BEER, WINE & LIQUOR",MC 137 INC,137 W 14TH ST,NEW YORK
4607,TAVERN RESTAURANT SERVING BEER CIDER WINE & LIQUOR,RABTRA LLC,52 8TH AVENUE,NEW YORK
4608,TAVERN SERVING BEER CIDER WINE AND LIQUOR,PATLAR CORP,93 BARROW  STREET,NEW YORK
4613,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,DOUBLES INTERNATIONAL CLUB ENTERPRISES INC,783 5TH AVE,NEW YORK
4619,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CITIZENS ARTS CLUB INC,241 W 14TH STREET,NEW YORK
4631,CLUB LIQUOR SERVING LIQUOR BEER CIDER AND WINE,"EXPLORERS CLUB, THE",46 E 70TH ST,NEW YORK
4641,"BAR/TAVERN SERVING WINE, BEER & CIDER",TANNAT WINE & CHEESE LLC,4736 BROADWAY,NEW YORK
4659,TAVERN SERVING BEER CIDER WINE AND LIQUOR,CRAWFORD FLICK INC,7 AVENUE A,NEW YORK
4671,"BAR/TAVERN SERVING LIQUOR, WINE, CIDER AND BEER",ODONOGHUES RESTAURANT & PUB LLC,156 W 44TH ST,NEW YORK
4676,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER  ","LITTLE SHOP LLC, THE",252 FRONT ST,NEW YORK
4685,TAVERN SERVING LIQUOR WINE CIDER AND BEER,GAF WEST LTD,401 W 48TH STREET,NEW YORK
4708,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR.",EMMCONN REST CORP,25 BRIDGE ST,NEW YORK
4715,TAVERN SERVING BEER WINE CIDER AND LIQUOR,JWS ENTERPRISES INC,163 165 E 86TH STREET  2ND FL,NEW YORK
4722,TAVERN/CAFE WITHIN A FITNESS STUDIO SERVING LIQUOR WINE BEER AND CIDER IN FITNESS STUDIO,CHANGE YOUR LIFE LLC,9 E 16TH ST,NEW YORK
4723,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",20 7TH AVE LLC,20 7TH AVE S,NEW YORK
4724,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",HARLEM NIGHTS LTD,2361 7TH AVE,NEW YORK
4728,CAVIAR BAR & BOUTIQUE SERVING LIQUOR BEER CIDER AND WINE,OLMA SERVICE 21 GROUP LLC,768 5TH AVE,NEW YORK
4740,RESTAURANT/BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,GW MARKET LLC ET AL,600 11TH AVE,NEW YORK
4744,"BAR/TAVERN SERVING BEER, WINE, CIDER  & LIQUOR",GUMBULL LLC,450 AMSTERDAM AVE,NEW YORK
4749,CLUB SERVING BEER WINE CIDER AND LIQUOR,CLUB DEPORTIVO DOMINICANO OF NEW YORK INC,2088 AMSTERDAM AVENUE,NEW YORK
4768,TAVERN SERVING BEER CIDER WINE AND LIQUOR,CON & CON CATERERS INC,205 W 14TH STREET,NEW YORK
4772,BAR/TAVERN SERVING BEER WINE CIDER & LIQUOR,CASA ANTONUCCI LLC,168 E 81ST ST,NEW YORK
4793,TAVERN SERVING LIQUOR WINE CIDER AND BEER,HURON CLUB LLC,15 VANDAM STREET,NEW YORK
4799,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,P J CLARKE S ON THE HUDSON LLC,4 WORLD FINANCIAL CENTER,NEW YORK
4800,TAVERN SERVING BEER CIDER WINE AND LIQUOR,STEEPLECHASE INC,19 E 15TH ST,NEW YORK
4808,"BAR/TAVERN SERVING BEER, WINE & CIDER",DREAMING MOON INC,112 HUDSON ST,NEW YORK
4819,CLUB SERVING BEER WINE CIDER & LIQUOR,21 WEST END ASSOCIATION INC,21 WEST END AVE,NEW YORK
4820,TAVERN SERVING BEER CIDER WINE AND LIQUOR,BANNA STRAND LLC,1607 YORK AVENUE,NEW YORK
4844,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",350 W 46 CAFE LLC,350 W 46TH ST,NEW YORK
4852,"TAVERN WINE SERVING WINE, BEER AND CIDER",300 WEST 4TH STREET LLC,51 BANK ST,NEW YORK
4856,CLUB TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,"TRUSTEES OF COLUMBIA UNIVERSITY, THE",400 W 117TH ST,NEW YORK
4867,BAR/TAVERN SERVING BEER WINE AND LIQUOR,ZMZ BARROW TAVERN LLC,15 BARROW ST,NEW YORK
4873,"BAR/TAVERN SERVING BEER, WINE & CIDER",PAINTING LOUNGE LLC,15 W 116TH ST ,NEW YORK
4875,CLUB SERVING BEER CIDER & WINE ONLY ,ALLIANCE FOR DOWNTOWN NEW YORK INC,150 BROADWAY,NEW YORK
4880,TAVERN SERVING BEER CIDER WINE AND LIQUOR,TOM & JERRYS BAR REST INC,288 ELIZABETH STREET,NEW YORK
4881,"TAVERN RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",352 RESTAURANT CORP,352 7TH AVENUE,NEW YORK
4887,CLUB RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,SOHO HOUSE NEW YORK INC,29 35 9TH AVE 6TH FLOOR,NEW YORK
4890,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER ",CONVENE AT ONE LIBERTY PLAZA LLC,1 LIBERTY PLAZA,NEW YORK
4904,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",COFFEE SHOP TAQUERIA LLC,30 E 16TH ST,NEW YORK
4909,"BAR/TAVERN SERVING BEER, CIDER, AND WINE ",HARLEM WINES AND BITES CORP,3454 BROADWAY,NEW YORK
4914,BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,ROCK CW LLC,600 5TH AVE,NEW YORK
4920,"TAVERN/CAFE SERVING LIQUOR, WINE, BEER AND CIDER",TD AB LLC,29 AVENUE B,NEW YORK
4932,TAVERN SERVING BEER WINE CIDER AND LIQUOR,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,1681 BROADWAY,NEW YORK
4933,TAVERN WINE SERVING BEER CIDER AND WINE,FEDERICOS RESTAURANT INC,00 BROADWAY PLAZA,NEW YORK
4942,"TAVERN SERVING BEER, CIDER WINE AND LIQUOR",SANDBAR CONCESSION INC,250 WEST 52ND STREET,NEW YORK
4943,"BAR/TAVERN SERVING WINE, BEER & CIDER ",CITY VINEYARD LLC,45 ROCKEFELLER PLAZA,NEW YORK
4959,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",JBDP STANTON CORPORATION,17 STANTON ST,NEW YORK
4962,"TAVERN/CAFE DESSERT BAR SERVING WINE, BEER AND CIDER",M DEGREE LLC,27 BEDFORD ST,NEW YORK
4963,TAVERN SERVING BEER CIDER WINE AND LIQUOR,PENNSYLVANIA JAYCOX INC,118 RIVINGTON STREET,NEW YORK
4967,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,N & A PRODUCTIONS INC,27 W 35TH ST,NEW YORK
4970,TAVERN SERVING BEER CIDER AND WINE,THIRD BEAT LLC,254 W 29TH ST GROUND,NEW YORK
4971,"BAR/TAVERN SERVING BEER, WINE, CIDER, AND LIQUOR",NOBLE GRAINS NYC LLC,1415 2ND AVE ,NEW YORK
4990,TAVERN SERVING BEER CIDER WINE AND LIQUOR,CARNEGIE BAR AND BOOKS LTD,156 W 56TH ST,NEW YORK
4998,TAVERN RESTAURANT SERVING BEER CIDER WINE & LIQUOR,SHADES OF GREEN LLC,125 E 15TH STREET,NEW YORK
5000,TAVERN SERVING BEER CIDER WINE AND LIQUOR,ATS RESTAURANT CORP,349 E 14TH ST,NEW YORK
5002,BAR TAVERN SERVING LIQUOR WINE BEER AND CIDER,LEGENDS HOSPITALITY LLC,PIER 86 W 46TH ST & 12TH AVE,NEW YORK
5007,TAVERN RESTAURANT SERVING WINE CIDER AND BEER,NEW YORK HOSPITALITY GROUP INC,230 E 51ST ST EAST STORE,NEW YORK
5016,TAVERN SERVING BEER CIDER WINE AND LIQUOR,225 DUBLIN HOUSE LLC,225 W 79TH ST,NEW YORK
5020,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,CALSHEA RESTAURANT CORP,330 7TH AVENUE,NEW YORK
5021,BAR/TAVERN SELLING BEER CIDER LIQUOR & WINE ,MR FONG'S LLC,40 MARKET ST ,NEW YORK
5026,TAVERN SERVING BEER CIDER WINE AND LIQUOR,223 WEST CORP,223 W 19TH ST,NEW YORK
5032,TAVERN SERVING LIQUOR WINE CIDER AND BEER,LUDWIKA MICKEVICIUS,135 AVE A,NEW YORK
5039,"BAR TAVERN RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",MARLTON HOTEL OPERATING LLC,5 W 8TH ST,NEW YORK
5049,TAVERN/THEATRE CONCESSION SERVING BEER CIDER & WINE,SECOND STAGE THEATRE INC THE,305 W 43RD STREET,NEW YORK
5050,"BAR/TAVERN SERVING BEER, WINE AND CIDER",GVI TRIBECA LLC,66 WEST BROADWAY,NEW YORK
5053,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,FTCCM LLC,103 1ST AVE,NEW YORK
5054,CLUB TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CORE CLUB MEMBERS CORP,60 EAST 55TH STREET,NEW YORK
5056,BAR SERVING BEER CIDER WINE & LIQUOR,OXIDO CORP,753 9TH AVE,NEW YORK
5057,BAR/TAVERN SERVING BEER CIDER WINE & LIQUOR,246 S & B INC,246 W 38TH ST,NEW YORK
5061,TAVERN SERVING BEER WINE CIDER AND LIQUOR,S W MONTE INC,217 E HOUSTON ST,NEW YORK
5065,TAVERN SERVING BEER WINE CIDER AND LIQUOR,SANDBAR CONCESSION INC,222 W 51ST STREET,NEW YORK
5069,TAVERN RESTAURANT SERVING BEER CIDER AND WINE,BRIDGE & TUNNEL LLC,66 68 RIVINGTON ST,NEW YORK
5072,TAVERN SERVING BEER WINE CIDER AND LIQUOR,INISTIOGE INC,768 9TH AVE,NEW YORK
5078,"RESTAURANT/BAR SERVING LIQUOR, WINE, BEER AND CIDER     ","MITCHELL SISTERS CORP, THE",1624 AMSTERDAM AVE,NEW YORK
5086,"TAVERN SERVING BEER, WINE & CIDER",DILLERS INC,357A GRAND ST,NEW YORK
5093,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",PUB 138 INC,181 ORCHARD ST,NEW YORK
5095,"RESTAURANT/BAR SERVING LIQUOR, WINE, BEER AND CIDER     ",87 WALKER HOSPITALITY LLC,87 WALKER ST ,NEW YORK
5097,CLUB TAVERN SERVING BEER CIDER WINE AND LIQUOR,LOS AMIGOS FISHING & HUNTING CLUB INC,202 RIVINGTON STREET,NEW YORK
5098,"TAVERN SERVING WINE, BEER AND CIDER",MAMA'S PIZZA TOO LLC,2750 BROADWAY,NEW YORK
5099,BAR/TAVERN SERVING BEER CIDER WINE & LIQUOR,DARDURO LLC,328 W 45TH ST,NEW YORK
5105,"TAVERN SERVING LIQUOR, WINE, BEER & CIDER",TIKI CHICKI LLC,517 AMSTERDAM AVE,NEW YORK
5113,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR ,FIVE ACORNS LLC,185 DUANE ST,NEW YORK
5115,TAVERN SERVING BEER CIDER WINE AND LIQUOR,FUMEE INC,32 WATTS ST,NEW YORK
5121,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,ROBERT SANDS INC,12 AVENUE A,NEW YORK
5126,BAR/TAVERN SERVING LIQUOR WINE CIDER AND BEER,BETTI BAR INC,373 W 46TH STREET,NEW YORK
5131,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,127 EAST RESTAURANT CORP,127 E 47TH ST,NEW YORK
5133,"BAR/TAVERN SERVING BEER, CIDER, WINE & LIQUOR",WOODROWS MANAGEMENT LLC ,43 MURRAY ST ,NEW YORK
5138,TAVERN SERVING BEER CIDER WINE AND LIQUOR,48 H & Y DUET INC,304 E 48TH ST,NEW YORK
5141,"TAVERN RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",513 THIRD RESTAURANT LTD,513 3RD AVENUE,NEW YORK
5150,TAVERN SERVING BEER CIDER WINE AND LIQUOR,CORSICA ENTERTAINMENT INC,505 E 6TH STREET,NEW YORK
5154,TAVERN SERVING LIQUOR WINE CIDER AND BEER,415 17 NINTH AVENUE REST INC,415 17 9TH AVENUE,NEW YORK
5156,"BAR/TAVERN SERVING WINE, BEER AND CIDER",501 SEVENTH GROUP LLC,888 8TH AVE ,NEW YORK
5166,TAVERN SERVING BEER CIDER WINE AND LIQUOR,29 ST MARKS PLACE REST INC,29 ST MARKS PLACE,NEW YORK
5168,BAR/TAVERN SERVING BEER WINE CIDER AND LIQUOR,PICCOLO BY GAMBRINUS LLC,506 W 28TH ST,NEW YORK
5178,TAVERN SERVING LIQUOR WINE CIDER AND BEER,68 JAY STREET BAR LLC,68 JAY STREET,BROOKLYN
5181,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,NEW YORK UNIVERSITY LAW SCHOOL,110 W 3RD STREET,NEW YORK
5187,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,TRF OPERATING CORP,23 WEST 39TH ST,NEW YORK
5194,"BAR TAVERN SERVING BEER, WINE, CIDER AND LIQUOR","FRENCH PARADOX INC, THE",245 W 29TH ST,NEW YORK
5212,TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,OLD HEIDELBERG CORP,1648 SECOND AVENUE,NEW YORK
5213,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",TAILGATE CLOTHING CORP & JAGR TWO LLC,25 E 26TH ST,NEW YORK
5227,"BAR / TAVERN SERVING LIQUOR, WINE, BEER & CIDER",HOST 1373 LLC,1373 1ST AVE,NEW YORK
5230,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER ",GALMAC LLC,28-30 AVENUE B,NEW YORK
5231,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER",NOPRESSURE LLC,156 9TH AVE,NEW YORK
5253,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",FLAMING SADDLES NYC 1 LLC,793 9TH AVE,NEW YORK
5255,TAVERN SERVING BEER CIDER WINE AND LIQUOR,PISCES BAR & TAVERN INC,543 8TH AVE,NEW YORK
5259,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,PITBULL 68 RESTAURANT GROUP LLC,44 BEDFORD STREET,NEW YORK
5262,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,KNH ENTERPRISES LLC,52 WALKER STREET 1ST FLOOR,NEW YORK
5263,TAVERN SERVING BEER CIDER WINE AND LIQUOR,220 ASSOCIATES INC,222 AVENUE B,NEW YORK
5264,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,MARIE ADRIENNE LLC,158 LAFAYETTE,NEW YORK
5268,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",CPW REST INC,50 W 72ND ST,NEW YORK
5283,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",HHC PIER VILLAGE LLC,89 SOUTH ST,NEW YORK
5287,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR,310 BOWERY GROUP LLC,310 BOWERY,NEW YORK
5293,"TAVERN SERVING BEER, WINE & CIDER",SOHO MARKET & BEER MERCHANTS INC,213 6TH AVE ,NEW YORK
5294,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR ,AMSTERDAM 407 LLC,407 AMSTERDAM AVE,NEW YORK
5297,"BAR/TAVERN/CONCERT VENUE SERVING LIQUOR, WINE, BEER AND CIDER     ",DLS EVENTS LLC,17 IRVING PL,NEW YORK
5299,"BAR/ TAVERN SERVING BEER, CIDER, WINE AND LIQUOR ",TDDG INC,126 ST MARKS PL,NEW YORK
5300,"BAR/TAVERN SERVING CIDER, BEER, WINE AND LIQUOR",3938 BWAY REST LLC,3938 BROADWAY,NEW YORK
5304,SOUTH ST - TAVERN WINE SERVING BEER CIDER AND WINE ONLY,JOMELO LLC,284 MULBERRY ST,NEW YORK
5307,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,55 STONE REST INC,83 PEARL ST,NEW YORK
5308,HOTEL TAVERN SERVING BEER CIDER WINE AND LIQUOR,REGENCY RESTAURANT LLC/CONSULATE HOTEL ASSOC LLC ,224 W 49TH STREET,NEW YORK
5313,TAVERN SERVING LIQUOR WINE CIDER AND BEER,MOCHA LOUNGE INC,955 WEST END AVE,NEW YORK
5314,TAVERN SERVING LIQUOR WINE CIDER AND BEER,JIM GILES CORP,109 E 9TH STREET,NEW YORK
5316,BAR/TAVERN SERVING  BEER CIDER & WINE,VINTNER CAFE INC,677 9TH AVE,NEW YORK
5318,"COFFEE SHOP/WINE BAR SERVING LIQUOR, WINE, BEER AND CIDER",UES COFFEE LLC,1705 1ST AVE,NEW YORK
5327,TAVERN SERVING BEER CIDER WINE AND LIQUOR,COLUMBUS BAR LLC,"10 COLUMBUS CIR, REST #5 4FL",NEW YORK
5328,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,PVIN CORP,38 W 56TH ST,NEW YORK
5345,TAVERN SERVING BEER CIDER WINE AND LIQUOR,THUNDERBOLT CORP,531 E 5TH STREET,NEW YORK
5348,BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,ANN STREET HOTEL LLC,49 53 ANN ST,NEW YORK
5352,BAR/TAVERN SERVING LIQUOR WINE CIDER & BEER,MAXI 10 PRO CORP,10 W 32ND STREET 5TH FLOOR,NEW YORK 
5362,TAVERN SERVING LIQUOR WINE CIDER AND BEER,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,215 W 49TH STREET,NEW YORK
5363,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",DOWN THE ROAD PUB LLC ,683 9TH AVE,NEW YORK
5366,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",ZMZ MACDOUGAL TAVERN LLC,122 MACDOUGAL ST,NEW YORK
5371,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,FOREVER SWEET LLC,1707 2ND AVE,NEW YORK
5375,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",LOL STAND UP COMEDY CORP,711 7TH AVE ,NEW YORK 
5390,"BAR/ADULT ENTERTAINMENT ESTABLISHMENT SERVING LIQUOR, WINE, BEER AND CIDER.     ",CLUB ON BROADWAY LLC,1674 BROADWAY,NEW YORK
5395,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,PIER 66 MARITIME INC,205 207 12TH AVE,NEW YORK
5400,"RESTAURANT/COMEDY CLUB SERVING LIQUOR, WINE CIDER AND BEER",239 ENTERTAINMENT LLC,114 116 E 16TH ST,NEW YORK
5404,"PRIVATE CLUB SERVING LIQUOR, WINE, BEER AND CIDER",220 CPS TOWER CLUB CORP & JG-CPS LLC,220 CENTRAL PARK SOUTH,NEW YORK
5405,"TAVERN RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",P E C GROUP LTD,281 W BROADWAY,NEW YORK
5407,TAVERN SERVING LIQUOR WINE BEER & CIDER,UKRAINIAN AMERICAN SOCCER,122 2ND AVENUE GR FL,NEW YORK
5412,"BAR/TAVERN SERVING BEER, CIDER, WINE & LIQUOR",5 TIME CHAMPS INC,69 08 MYRTLE AVE,GLENDALE
5419,"TAVERN SERVING BEER, WINE AND CIDER",CHINATOWN UNITED FOOD SERVICES LLC,49 MONROE ST,NEW YORK
5425,TAVERN SERVING BEER CIDER WINE & LIQUOR,SYRACUSE UNIVERSITY,11 E 61ST ST,NEW YORK
5434,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,20 BMA 38 CORP,20 W 38TH STREET,NEW YORK
5436,"TAVERN SERVING BEER, CIDER WINE AND LIQUOR","INN AT IRVING PLACE INC,THE",56 & 54A IRVING PLACE,NEW YORK
5447,TAVERN SERVING CIDER LIQUOR WINE AND BEER,JUJAMCYN THTRS LLC & SWEET HOSPITALITY GRP AS MGR,245 W 52ND ST,NEW YORK
5452,"TAVERN SERVING BEER, WINE & CIDER","IDEA DISTILLERY LLC, THE",21A CLINTON ST,NEW YORK
5453,BAR /TAVERN SERVING BEER CIDER LIQUOR AND WINE,CHIYO & ATSU INC,212 E 52ND ST 2ND FL,NEW YORK
5456,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",SLJ BAR LLC,63 GANSEVOORT ST,NEW YORK
5474,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",BAR BELLE LLC,438 440 HUDSON ST,NEW YORK
5494,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,DEL FRISCOS OF NEW YORK LLC,1221 AVE OF THE AMERICAS,NEW YORK
5504,BAR/TAVERN SERVING LIQUOR WINE BAR AND CIDER,STARLAP INC,202 CLINTON ST,NEW YORK
5511,"BAR/TAVERN SERVING WINE, BEER, & CIDER",FDOTG LLC,23 VANDERBILT AVE -SPACE# K-03,NEW YORK
5513,TAVERN RESTAURANT SERVING LIQUOR WINE AND BEER & CIDER,TOWN TENNIS MEMBER CLUB INC,430 E 56TH ST,NEW YORK
5514,"BAR/TAVERN SERVING BEER, WINE AND CIDER",CC440 CORP,440 3RD AVE,NEW YORK
5515,"BAR/TAVERN SERVING BEER, CIDER, WINE & LIQUOR",BLACK ROSE HOSPITALITY GROUP LLC,67 CLINTON ST,NEW YORK
5517,TAVERN SERVING LIQUOR WINE AND BEER CIDER,15 ACRES INC,57 59 CHRISTOPHER ST,NEW YORK
5519,"BAR TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",256 THIRD AVE INC,256 3RD AVE,NEW YORK
5525,BAR/TAVERN THEATER SERVING BEER CIDER WINE AND LIQUOR,PIT EAST INC,121 123 E 24TH ST,NEW YORK
5527,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER",LOEWS REGENCY NY HOTEL LLC& SA 61ST MANAGEMENT LLC,540 PARK AVE ,NEW YORK
5539,"BAR/TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",I INTERNATIONAL INC,212 E 52ND ST 1ST FLOOR,NEW YORK
5544,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,732 BELLA INC,86 E 10TH ST,NEW YORK
5552,"BAR/TAVERN SERVING BEER, WINE, CIDER & LIQUOR",1696 PUB INC,1696 2ND AVE,NEW YORK
5554,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,KOLPING SOCIETY OF NEW YORK,165 E 88TH STREET,NEW YORK
5558,"HOTEL TAVERN RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",FSR INTERNATIONAL HOTELS INC,53 63 EAST 57TH ST,NEW YORK
5562,TAVERN SERVING BEER CIDER WINE AND LIQUOR,1490 RESTAURANT CORP,1490 2ND AVENUE,NEW YORK
5569,"BAR/RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR",KEVRYN LLC,303 E 85TH ST,NEW YORK
5577,TAVERN SERVING BEER CIDER WINE AND LIQUOR,95 STANTON STREET REST INC,95 STANTON ST,NEW YORK
5581,"TAVERN/CAFE SERVING WINE, BEER AND CIDER",BORIS & HORTON EAST VILLAGE LLC,195 AVE A,NEW YORK
5583,"BAR/TAVERN SERVING BEER, CIDER WINE, AND LIQUOR",DIFT LLC AND SWEET HOSPITALITY GROUP,20 UNION SQUARE EAST,NEW YORK
5584,BAR/TAVERN SERVING BEER CIDER AND WINE,MISOHOPPY INC ,1145 2ND AVE,NEW YORK 
5587,TAVERN SERVING BEER CIDER WINE AND LIQUOR,SWOON CORP,121 ESSEX ST,NEW YORK
5603,"TAVERN LOBBY CAFE SERVING LIQUOR, WINE, CIDER AND BEER",215 E 64TH ST CO LICENSEE & DHG MGMT CO AS MGR,215 E 64TH ST,NEW YORK
5617,"BAR/TAVERN - LIVE THEATER CONCESSION SERVING LIQUOR, WINE, CIDER & BEER",SWEET HOSPITALITY GROUP,111 W 46TH ST,NEW YORK
5624,TAVERN SERVING WINE CIDER AND BEER,NRK CAFE INC,422 HUDSON ST,NEW YORK
5634,BAR/TAVERN SERVING BEER CIDER & WINE,NEKO CATS LLC,26 CLINTON ST,NEW YORK
5635,"BAR/TAVERN SERVING BEER, CIDER, AND WINE",CC116 CORP.,116 SAINT MARKS PL,NEW YORK
5642,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,FT 245 CORP,245 EAST 11TH STREET AKA 175 S,NEW YORK
5658,BAR/TAVERN/CAFE SERVING BEER CIDER AND WINE,LAGUARDIA PLACE LLC,540 LAGUARDIA PL,NEW YORK
5661,TAVERN SERVING LIQUOR WINE CIDER & BEER,SPIN NYC LLC & SPIN GLOBAL MANAGEMENT LLC AS MGR,304 PARK AVE SOUTH (BASEMENT),NEW YORK
5662,TAVERN WINE SERVING BEER CIDER AND WINE,DOUSTAN DEVELOPMENT CORP,153 ESSEX ST,NEW YORK
5680,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,DEACON BRODY MANAGEMENT INC,91 7TH AVE S,NEW YORK
5683,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER",QANOON CORP,180 9TH AVE,NEW YORK
5703,"TAVERN/WINE SERVING WINE, BEER AND CIDER     ",SKIN CONTACT LLC,76 ORCHARD ST,NEW YORK
5708,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",WHITE HORSE HOSPITALITY LLC,567 HUDSON ST,NEW YORK
5715,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,EAST SIDE REST GROUP LLC,1840 2ND AVE ,NEW YORK 
5719,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,RATHNALLY CORP,160 PEARL ST,NEW YORK
5734,"RESTAURANT/BAR SERVING BEER, WINE, CIDER, AND LIQUOR",59 MACT CORP,59 READE ST,NEW YORK
5735,"BAR/TAVERN SERVING WINE, BEER AND CIDER      ",AVW PARTNERS LLC,131 E 85TH ST,NEW YORK
5745,CLUB SERVING BEER WINE CIDER AND LIQUOR,"NEW YORK ACADEMY/SCIENCES,THE",250 GREENWICH ST 40TH FL,NEW YORK
5750,BAR/TAVERN SERVING LIQUOR BEER CIDER AND WINE,417 W INC,417 W 202ND ST,NEW YORK
5760,"BAR/TAVERN SERVING BEER, CIDER, WINE & LIQUOR",NOGLU NEW YORK LLC,1266 MADISON AVE,NEW YORK
5761,TAVERN/BAR SERVING BEER CIDER WINE AND LIQUOR,OOPS OF NEW YORK INC,168 AVENUE B,NEW YORK
5769,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER",HOST 213 LLC,213 2ND AVE,NEW YORK
